Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
1.6892057908538007,0.6762377715552416,0.38174962190344947,-0.2430148108769126,0.220867870467156,-0.0803952916955618,-0.44870277705249983,-0.8001916144934136,1.6655956834759158,-0.3118371666802689,7,1,5,4,11,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.046899514079496045,-0.15884197999186736,-0.44870277705249983,-0.7397735058044257,1.4954477432579878,-0.3118371666802689,1,1,5,6,11,0,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.4262366421872531,-0.4080890276436328,-0.44870277705249983,-0.287445829039418,-0.31526441610766887,3.6891852977956128,6,0,0,0,11,2,0
-0.10232236098694408,-0.23521752016054231,-0.3978787630087615,-0.2430148108769126,-0.6047482318850211,-0.33679483152758205,-0.44870277705249983,-0.2795074566892345,-0.31526441610766887,-0.3118371666802689,5,1,5,6,11,0,1
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.3592947960505901,0.20350096618714855,-0.44870277705249983,-0.6097431916608628,-0.31526441610766887,-0.3118371666802689,6,3,5,1,4,2,0
0.7934417149334283,-0.014039188368875908,-0.3978787630087615,-0.2430148108769126,-0.11384136021615907,-0.08083655431726103,-0.25811267369543284,-0.5325221106721441,0.16877791517391205,-0.3118371666802689,8,1,8,0,4,2,0
2.5849698667741734,8.682062760280942,-0.3978787630087615,-0.2430148108769126,-0.3592947960505901,0.3335782649513589,-0.44870277705249983,-0.6031759889733231,0.25641493196503534,-0.3118371666802689,5,0,0,1,13,2,0
0.19626566431984674,-0.003453827401516608,-0.3978787630087615,-0.2430148108769126,-0.5154924370361371,0.07212583566351398,-0.44870277705249983,-0.5375041137999595,-0.31526441610766887,-0.3118371666802689,7,1,5,1,13,0,0
1.6892057908538007,0.24242367979494686,-0.3978787630087615,-0.2430148108769126,-0.5601203344605792,-0.584334510090814,0.2882455857474072,-0.37496622112050587,-0.31526441610766887,-0.3118371666802689,9,1,5,0,0,2,0
0.19626566431984674,0.31633549866502375,-0.3978787630087615,-0.2430148108769126,-0.49317848832391614,-0.4828564674215119,-0.44870277705249983,-0.7319939004678113,-0.31526441610766887,-0.3118371666802689,5,2,5,0,11,2,1
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.6716900780216841,-0.6168668131825221,-0.44870277705249983,1.268472464303397,-0.31526441610766887,-0.3118371666802689,6,0,0,2,13,2,0
-0.4009103862937349,-0.3800698281349334,-0.3978787630087615,-0.2430148108769126,-0.5601203344605792,-0.5380884568968184,-0.44870277705249983,-0.35690646249113955,-0.31526441610766887,-0.3118371666802689,7,0,0,0,11,0,0
-0.4009103862937349,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.5601203344605792,-0.6075224282524222,1.3936681410014933,1.449070115612217,-0.31526441610766887,2.688929681676642,6,0,0,1,14,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.6940040267339052,-0.6267303306087387,3.9729874439638446,3.435644366696113,-0.31526441610766887,-0.3118371666802689,7,0,0,0,12,2,0
2.883557892080964,3.660246545632034,0.38174962190344947,-0.13176537794105578,-0.2477250524894851,0.05907442680948168,-0.2490135426910166,-0.3540163003703896,3.838993249227632,-0.3118371666802689,5,1,5,0,18,2,0
1.39061776554701,0.09237154556615751,-0.3978787630087615,-0.2430148108769126,-0.6047482318850211,-0.5907025353782422,0.042596131480771536,-0.17630881118231964,-0.31526441610766887,-0.3118371666802689,3,2,5,1,15,0,1
1.6892057908538007,0.41661786572421755,2.7206347766400825,0.1741705626325504,-0.18078320635282208,-0.007664828989617256,-0.11372624850708751,-0.16704738038572536,-0.01357710689970187,-0.3118371666802689,6,1,5,0,17,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.5601203344605792,-0.28098808819504073,-0.44870277705249983,-0.589103458225136,-0.31526441610766887,-0.3118371666802689,2,0,0,5,11,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.4039226934750321,-0.5191833818125988,0.4988022734664956,0.9072771400140379,-0.31526441610766887,2.688929681676642,6,1,5,6,2,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.6493761293094632,-0.5701448885320224,-0.44870277705249983,-0.17630881118231964,-0.31526441610766887,-0.3118371666802689,6,2,5,3,14,2,1
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.6940040267339052,-0.6267303306087387,3.9729874439638446,3.435644366696113,-0.31526441610766887,-0.3118371666802689,7,0,11,0,2,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.6716900780216841,-0.4170008021776066,-0.44870277705249983,1.268472464303397,-0.31526441610766887,-0.3118371666802689,6,1,5,5,4,2,0
2.2863818414673824,1.189316100318226,-0.3978787630087615,-0.2430148108769126,-0.06921346279171706,-0.2189650659854323,-0.44870277705249983,-0.8665931981180318,1.5401607284135648,-0.3118371666802689,6,1,5,4,14,2,1
-0.4009103862937349,-0.2274177805003828,-0.3978787630087615,-0.2430148108769126,-0.046899514079496045,-0.27133222376727073,-0.020797265374271033,0.010114588291074396,-0.31526441610766887,-0.3118371666802689,0,1,5,4,0,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.4708645396116951,-0.4528209444096564,0.3552408914564896,0.4147380870496712,-0.31526441610766887,-0.3118371666802689,7,2,5,0,4,2,1
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.6493761293094632,-0.6267303306087387,3.9729874439638446,3.435644366696113,-0.31526441610766887,-0.3118371666802689,3,0,5,7,0,2,0
-0.4009103862937349,-0.3605704789845346,-0.3978787630087615,-0.2430148108769126,-0.5378063857483582,-0.5421117337417226,-0.44870277705249983,-0.6579025624536522,-0.31526441610766887,-0.3118371666802689,5,2,5,0,11,0,1
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.15846925764060107,-0.32303782038049045,-0.44870277705249983,-0.551951933706484,-0.31526441610766887,-0.3118371666802689,5,3,0,0,13,2,0
-0.4009103862937349,-0.2953869403960586,-0.3978787630087615,-0.2430148108769126,-0.5601203344605792,-0.587483913902319,-0.44870277705249983,-0.35690646249113955,-0.31526441610766887,-0.3118371666802689,0,0,0,3,11,0,1
0.4948536896266375,-0.0095821942773562,-0.3978787630087615,-0.2430148108769126,-0.11384136021615907,-0.3814402261936152,-0.44870277705249983,-0.5652883845180233,-0.31526441610766887,-0.3118371666802689,1,3,0,2,0,2,1
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.49317848832391614,-0.47099058177373965,-0.44870277705249983,0.18488651310703932,-0.31526441610766887,-0.3118371666802689,5,1,5,0,0,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.5824342831728001,-0.5833827671829973,-0.44870277705249983,0.5460818373963982,-0.31526441610766887,-0.3118371666802689,7,0,0,2,1,2,0
-0.4009103862937349,-0.3020724315333382,2.7206347766400825,0.8833856975986375,-0.20309715506504308,-0.2845787546438187,-0.14846455025806707,-0.4557096282739025,0.8044223791421068,-0.3118371666802689,6,1,5,7,0,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.15846925764060107,0.15846993031244763,-0.44870277705249983,-0.3785781815150667,-0.31526441610766887,-0.3118371666802689,5,1,5,2,2,2,0
-0.10232236098694408,3.0547869515438935,-0.3978787630087615,-0.2430148108769126,0.020042332057166965,-0.4409382487844406,-0.44870277705249983,-0.7276069160575168,-0.31526441610766887,-0.3118371666802689,8,2,5,6,14,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,0.5555771011504711,-0.06035372692291147,-0.2935557486507402,-0.29459498239790716,-0.31526441610766887,-0.3118371666802689,7,1,5,5,11,2,0
-0.10232236098694408,-0.38564107074933307,-0.3978787630087615,-0.2430148108769126,-0.2923529499139271,-0.29582044524177775,-0.23814608933341144,0.030088523174948038,0.38099237889974696,-0.3118371666802689,7,1,5,0,13,2,0
0.19626566431984674,-0.1544345022517473,-0.3978787630087615,-0.2430148108769126,-0.5824342831728001,-0.549509371811385,0.042596131480771536,-0.17630881118231964,-0.31526441610766887,-0.3118371666802689,7,2,5,0,13,2,0
1.6892057908538007,-0.13772077440854832,-0.3978787630087615,-0.2430148108769126,0.265495767891598,-0.18763076099403175,-0.3546242650044745,-0.6220392049137824,0.7079828121734659,2.688929681676642,6,1,5,0,13,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.49317848832391614,-0.4933132791067562,-0.44870277705249983,-0.6819822478500469,-0.31526441610766887,-0.3118371666802689,6,1,8,1,11,2,0
-0.10232236098694408,0.0489158531738402,-0.3978787630087615,-0.2430148108769126,1.3811932035026482,1.812567588322097,-0.44870277705249983,-0.5159861122790691,-0.31526441610766887,-0.3118371666802689,7,1,5,4,11,2,1
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.3146668986261481,-0.42344669735502627,-0.44870277705249983,-0.35690646249113955,-0.31526441610766887,-0.3118371666802689,1,1,5,6,11,0,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.2700390012017061,-0.3602423159528224,-0.44870277705249983,-0.5658837499830487,-0.31526441610766887,-0.3118371666802689,1,1,5,2,11,2,0
0.7934417149334283,0.5893263867706069,-0.3978787630087615,-0.2430148108769126,-0.15846925764060107,-0.009243857171682919,-0.44870277705249983,-0.7654011587472614,1.6413080059038954,2.688929681676642,6,1,1,0,14,2,0
-0.4009103862937349,-0.3243574019909368,0.38174962190344947,1.4187735936024484,-0.4708645396116951,-0.19091860011879955,-0.08022858459832076,0.18488651310703932,-0.31526441610766887,-0.3118371666802689,5,0,0,3,11,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.4039226934750321,-0.08213438555755269,-0.44870277705249983,-0.5375041137999595,-0.31526441610766887,-0.3118371666802689,7,2,5,0,12,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.44855059089947413,-0.5869301725713975,-0.08022858459832076,-0.08600997469205018,-0.31526441610766887,-0.3118371666802689,7,1,5,2,4,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.6270621805972422,-0.591688887120864,-0.44870277705249983,0.18488651310703932,-0.31526441610766887,2.688929681676642,6,1,5,0,11,2,0
-0.10232236098694408,-0.31878615937653715,-0.3978787630087615,-0.2430148108769126,-0.5824342831728001,-0.5929867183611556,-0.44870277705249983,-0.35690646249113955,-0.31526441610766887,-0.3118371666802689,5,1,5,0,11,0,1
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.2923529499139271,0.12090698605498727,0.1330985573456476,-0.02422656937627378,-0.31526441610766887,-0.3118371666802689,7,0,0,0,0,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.5601203344605792,-0.55963245548566,-0.44870277705249983,-0.17630881118231964,-0.31526441610766887,-0.3118371666802689,1,0,0,3,11,0,1
0.19626566431984674,-0.1460776383301478,-0.3978787630087615,-0.2430148108769126,0.6448328959993551,0.24021475763372338,-0.27040881938035055,-0.3400345307814747,-0.31526441610766887,-0.3118371666802689,7,0,0,6,11,2,0
1.6892057908538007,1.3180520636242379,1.9410063917278715,0.8972918767156196,1.6712745367615214,1.6819092479159454,-0.42284493161605613,-0.6137852706628915,-0.31526441610766887,-0.3118371666802689,7,1,5,0,13,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.4708645396116951,-0.3428946383569529,0.3552408914564896,0.28339433670294406,-0.31526441610766887,-0.3118371666802689,7,1,5,4,0,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.3816087447628111,-0.3990042089615912,0.061492246748735976,-0.04294438975380168,-0.31526441610766887,-0.3118371666802689,7,0,0,0,13,2,0
0.19626566431984674,0.054487095788239855,-0.3978787630087615,-0.2430148108769126,1.3142513573659853,1.5305874853409605,-0.3922556786670651,-0.4186696480930666,-0.31526441610766887,-0.3118371666802689,7,0,5,0,11,2,1
0.4948536896266375,0.8995331755403799,-0.3978787630087615,-0.2430148108769126,-0.44855059089947413,0.025300084513790892,-0.44870277705249983,-0.4923547063906843,-0.31526441610766887,-0.3118371666802689,4,1,5,2,0,0,0
-0.4009103862937349,-0.08200834826455174,-0.3978787630087615,-0.2430148108769126,-0.44855059089947413,-0.3192741097836447,-0.44870277705249983,-0.5046681870491373,11.289997498248773,-0.3118371666802689,1,0,0,4,13,0,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.5154924370361371,-0.4972534947522817,0.042596131480771536,-0.7875624202322201,-0.31526441610766887,-0.3118371666802689,7,0,5,0,14,2,0
-0.4009103862937349,-0.3160005380693373,-0.3978787630087615,-0.2430148108769126,-0.7163179754461262,-0.6267303306087387,-0.44870277705249983,0.5460818373963982,-0.31526441610766887,-0.3118371666802689,7,0,0,7,18,0,0
2.5849698667741734,5.469734916984707,0.38174962190344947,-0.17348391529200208,0.577891049862692,1.3544696233274036,-0.21421919601648565,-0.2906091415067455,0.014605100291006203,-0.3118371666802689,6,1,8,2,0,2,1
1.092029740240219,0.513875844174362,1.1613780068156605,-0.07475004356142918,1.6712745367615214,0.24969479448072107,-0.44870277705249983,-0.5431135998803939,-0.18874892006897445,-0.3118371666802689,4,1,7,0,11,2,1
-0.10232236098694408,-0.0973292654541508,-0.3978787630087615,-0.2430148108769126,0.265495767891598,-0.025587260650374647,-0.44870277705249983,-0.5963033667495792,-0.31526441610766887,-0.3118371666802689,7,1,5,0,1,2,0
0.4948536896266375,1.3498010036361603,-0.3978787630087615,-0.2430148108769126,-0.046899514079496045,0.12953323735270425,-0.44870277705249983,-0.703229027807353,1.276161825372001,-0.3118371666802689,6,1,5,3,11,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.6940040267339052,-0.6267303306087387,3.9729874439638446,3.435644366696113,-0.31526441610766887,-0.3118371666802689,7,2,5,0,13,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.2700390012017061,-0.4836228058286074,1.0251939706557653,1.5895349723748584,-0.31526441610766887,-0.3118371666802689,6,1,5,0,14,2,0
-0.6994984116005257,-0.4580672247365286,-0.3978787630087615,-0.2430148108769126,-0.6940040267339052,-0.6267303306087387,3.9729874439638446,3.435644366696113,-0.31526441610766887,2.688929681676642,2,3,5,0,13,2,0
-0.10232236098694408,-0.30095818301045824,0.38174962190344947,-0.2430148108769126,1.8274721777470684,1.01428630099971,-0.0574027584717813,0.02400011377580396,-0.31526441610766887,-0.3118371666802689,0,1,5,1,0,2,0
